# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YML094C-A	YML094C-A	YML094C-A	protein_coding	0	22	10	1139	0	0	0	0	611	0	0	0	10	0	0	0	0	0	0	0	0	22	528
YML096W	YML096W	YML096W	protein_coding	1	162	80	1094	0	0	0	0	560	0	0	0	80	0	0	0	1	0	1	0	1	161	534
YML099W-A	YML099W-A	YML099W-A	protein_coding	2	2	15	1062	0	0	0	0	575	0	0	0	15	0	0	0	1	0	2	0	1	1	487
YML100W-A	YML100W-A	YML100W-A	protein_coding	1	0	1	1111	0	0	0	0	599	1	0	0	1	0	0	0	0	0	0	0	0	0	512
YML101C-A	YML101C-A	YML101C-A	protein_coding	0	9	8	1137	0	0	0	0	638	0	0	0	8	0	0	0	0	0	0	0	0	9	499
YML108W	YML108W	YML108W	protein_coding	0	30	11	822	0	0	0	0	502	0	0	0	11	0	0	0	0	0	0	0	0	30	320
YML116W-A	YML116W-A	YML116W-A	protein_coding	1	2	22	1200	0	0	0	0	566	0	0	0	22	0	0	0	0	0	1	0	0	2	634
YML119W	YML119W	YML119W	protein_coding	0	66	52	892	0	0	0	0	504	0	0	0	52	0	0	0	0	0	0	0	0	66	388
YML122C	YML122C	YML122C	protein_coding	0	4	10	744	0	0	0	0	323	0	0	0	10	0	0	0	0	0	0	0	0	4	421
YML131W	YML131W	YML131W	protein_coding	1	86	43	365	0	0	0	0	354	0	0	0	43	0	0	0	0	0	1	0	0	86	11
YML133C	YML133C	YML133C	protein_coding	0	1	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	7
YML133W-A	YML133W-A	YML133W-A	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YML133W-B	YML133W-B	YML133W-B	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YML6	YML025C	YML025C	protein_coding	0	21	2	722	0	0	0	0	304	0	0	2	2	0	0	0	0	0	0	0	0	21	416
YMR001C-A	YMR001C-A	YMR001C-A	protein_coding	0	0	1	449	0	0	0	0	288	0	0	0	1	0	0	0	0	0	0	0	0	0	161
YMR007W	YMR007W	YMR007W	protein_coding	0	0	1	581	0	0	0	0	273	0	0	0	1	0	0	0	0	0	0	0	0	0	308
YMR010W	YMR010W	YMR010W	protein_coding	0	77	11	475	0	0	0	0	220	0	0	0	11	0	0	0	0	0	0	0	0	77	255
YMR013C-A	YMR013C-A	YMR013C-A	protein_coding	0	7	13	912	0	0	0	0	569	0	0	0	13	0	0	0	0	0	0	0	0	7	343
YMR013W-A	YMR013W-A	YMR013W-A	protein_coding	0	0	2	810	0	0	0	0	415	0	0	0	2	0	0	0	0	0	0	0	0	0	395
YMR018W	YMR018W	YMR018W	protein_coding	1	86	70	566	0	0	0	0	471	0	0	0	70	0	0	0	0	0	1	0	0	86	95
YMR027W	YMR027W	YMR027W	protein_coding	1	76	32	814	0	0	0	0	324	0	0	0	32	0	0	0	0	0	1	0	0	76	490
YMR030W-A	YMR030W-A	YMR030W-A	protein_coding	0	0	0	905	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	520
YMR031W-A	YMR031W-A	YMR031W-A	protein_coding	2	7	8	831	0	0	0	0	409	0	0	0	8	0	0	0	0	1	1	0	0	7	422
YMR034C	YMR034C	YMR034C	protein_coding	0	104	22	761	0	0	0	0	393	0	0	0	22	0	0	0	0	0	0	0	0	104	368
YMR045C	YMR045C	YMR045C	protein_coding	0	2	5	637	0	0	0	0	115	0	0	0	5	0	0	0	0	0	0	0	0	2	522
YMR046C	YMR046C	YMR046C	protein_coding	0	2	5	536	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	2	522
YMR046W-A	YMR046W-A	YMR046W-A	protein_coding	0	0	0	530	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YMR050C	YMR050C	YMR050C	protein_coding	0	0	0	752	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	433
YMR051C	YMR051C	YMR051C	protein_coding	0	0	0	446	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	433
YMR052C-A	YMR052C-A	YMR052C-A	protein_coding	3	9	21	654	0	0	0	0	103	0	0	0	21	0	0	0	2	0	1	2	0	9	551
YMR057C	YMR057C	YMR057C	protein_coding	0	2	9	1067	1	0	0	0	600	0	0	0	8	0	0	0	0	0	0	0	0	2	467
YMR074C	YMR074C	YMR074C	protein_coding	0	33	11	823	0	0	0	0	345	0	0	0	11	0	0	0	0	0	0	0	0	33	478
YMR075C-A	YMR075C-A	YMR075C-A	protein_coding	0	0	1	946	0	0	0	0	513	0	0	0	1	0	0	0	0	0	0	0	0	0	433
YMR082C	YMR082C	YMR082C	protein_coding	0	0	0	545	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	137
YMR084W	YMR084W	YMR084W	protein_coding	1	11	11	258	0	0	0	0	140	1	0	0	11	0	0	0	0	0	0	0	0	11	118
YMR085W	YMR085W	YMR085W	protein_coding	0	8	3	400	0	0	0	0	260	0	0	0	3	0	0	0	0	0	0	0	0	8	140
YMR086C-A	YMR086C-A	YMR086C-A	protein_coding	1	3	3	697	0	0	0	0	136	0	0	0	3	0	0	0	0	0	1	0	0	3	561
YMR086W	YMR086W	YMR086W	protein_coding	1	67	47	701	0	0	1	0	546	0	0	0	46	0	0	0	0	0	1	0	0	67	155
YMR087W	YMR087W	YMR087W	protein_coding	0	86	28	662	0	0	0	0	521	0	0	0	28	0	0	0	1	0	0	0	1	85	141
YMR090W	YMR090W	YMR090W	protein_coding	0	72	25	1071	0	0	0	0	608	0	0	0	25	0	0	0	0	0	0	0	0	72	463
YMR099C	YMR099C	YMR099C	protein_coding	0	67	11	607	0	0	0	0	361	0	0	0	11	0	0	0	0	0	0	0	0	67	246
YMR1	YJR110W	YJR110W	protein_coding	1	167	40	563	0	0	0	0	169	0	0	0	40	0	0	0	0	0	1	0	0	167	394
YMR102C	YMR102C	YMR102C	protein_coding	0	164	36	700	0	0	0	0	246	0	0	0	36	0	0	0	0	0	0	0	0	164	454
YMR103C	YMR103C	YMR103C	protein_coding	0	2	0	817	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	2	481
YMR105W-A	YMR105W-A	YMR105W-A	protein_coding	0	0	0	887	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	482
YMR111C	YMR111C	YMR111C	protein_coding	0	125	43	889	0	0	0	0	566	0	0	0	43	0	0	0	0	0	0	0	0	125	323
YMR114C	YMR114C	YMR114C	protein_coding	0	62	27	712	0	0	0	0	460	0	0	0	27	0	0	0	0	0	0	0	0	62	252
YMR118C	YMR118C	YMR118C	protein_coding	0	18	11	482	0	0	0	0	282	0	0	0	11	0	0	0	0	0	0	0	0	18	200
YMR119W-A	YMR119W-A	YMR119W-A	protein_coding	0	0	2	394	0	0	0	0	189	0	0	0	2	0	0	0	0	0	0	0	0	0	205
YMR122C	YMR122C	YMR122C	protein_coding	0	1	1	348	0	0	0	0	265	0	0	0	1	0	0	0	0	0	0	0	0	1	83
YMR122W-A	YMR122W-A	YMR122W-A	protein_coding	1	0	0	267	0	0	0	0	82	1	0	0	0	0	0	0	0	1	0	0	0	0	185
YMR124W	YMR124W	YMR124W	protein_coding	0	83	41	508	0	0	0	1	421	0	0	0	40	0	0	0	0	0	0	0	0	83	87
YMR130W	YMR130W	YMR130W	protein_coding	0	89	49	893	0	0	0	0	285	0	0	0	49	0	0	0	0	0	0	0	0	89	608
YMR134W	YMR134W	YMR134W	protein_coding	0	80	10	608	0	0	0	0	314	0	0	0	10	0	0	0	0	0	0	0	0	80	294
YMR135W-A	YMR135W-A	YMR135W-A	protein_coding	0	7	6	619	0	0	0	0	337	0	0	0	6	0	0	0	0	0	0	0	0	7	282
YMR141C	YMR141C	YMR141C	protein_coding	0	0	0	710	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	234
YMR141W-A	YMR141W-A	YMR141W-A	protein_coding	0	0	0	740	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	402
YMR144W	YMR144W	YMR144W	protein_coding	0	100	51	552	0	0	0	0	342	0	0	0	51	0	0	0	0	0	0	0	0	100	210
YMR147W	YMR147W	YMR147W	protein_coding	0	0	2	741	0	0	0	0	369	0	0	0	2	0	0	0	0	0	0	0	0	0	372
YMR153C-A	YMR153C-A	YMR153C-A	protein_coding	2	28	25	1057	0	0	0	0	408	0	0	0	25	0	0	0	1	0	2	0	1	27	649
YMR155W	YMR155W	YMR155W	protein_coding	0	162	57	855	0	0	0	0	195	0	0	0	57	0	0	0	0	0	0	0	0	162	660
YMR158C-A	YMR158C-A	YMR158C-A	protein_coding	0	1	0	840	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	1	485
YMR158W-B	YMR158W-B	YMR158W-B	protein_coding	0	28	19	800	0	0	0	0	561	0	0	0	19	0	0	0	0	0	0	0	0	28	239
YMR160W	YMR160W	YMR160W	protein_coding	0	232	100	845	0	0	0	0	632	0	0	0	100	0	0	0	1	0	0	0	1	231	213
YMR166C	YMR166C	YMR166C	protein_coding	1	112	32	1106	0	0	0	0	507	0	0	0	32	0	0	0	0	0	1	0	0	112	599
YMR172C-A	YMR172C-A	YMR172C-A	protein_coding	0	22	13	414	0	0	0	0	317	0	0	0	13	0	0	0	0	0	0	0	0	22	97
YMR173W-A	YMR173W-A	YMR173W-A	protein_coding	0	8	85	406	0	0	0	0	83	0	0	0	85	0	0	0	0	0	0	0	0	8	323
YMR175W-A	YMR175W-A	YMR175W-A	protein_coding	1	0	0	328	0	0	0	0	160	1	0	0	0	0	0	0	0	0	1	0	0	0	168
YMR178W	YMR178W	YMR178W	protein_coding	0	49	10	657	0	0	0	0	313	0	0	0	10	0	0	0	0	0	0	0	0	49	344
YMR181C	YMR181C	YMR181C	protein_coding	0	19	5	598	0	0	0	0	329	0	0	0	5	0	0	0	1	0	0	0	1	18	269
YMR182W-A	YMR182W-A	YMR182W-A	protein_coding	0	0	0	676	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	301
YMR185W	YMR185W	YMR185W	protein_coding	1	189	149	473	0	0	0	0	201	0	0	0	149	0	0	0	0	0	1	0	0	189	272
YMR187C	YMR187C	YMR187C	protein_coding	1	74	35	794	0	0	0	0	358	1	0	0	35	0	0	0	0	0	0	0	0	74	436
YMR193C-A	YMR193C-A	YMR193C-A	protein_coding	1	0	3	494	0	0	0	0	284	0	0	0	3	0	0	0	0	0	1	0	0	0	210
YMR194C-A	YMR194C-A	YMR194C-A	protein_coding	0	0	2	655	0	0	0	0	245	0	0	0	2	0	0	0	0	0	0	0	0	0	410
YMR196W	YMR196W	YMR196W	protein_coding	1	371	48	535	0	0	0	0	407	0	0	0	48	0	0	0	0	0	1	0	0	371	128
YMR206W	YMR206W	YMR206W	protein_coding	0	29	9	571	0	0	0	0	238	0	0	0	9	0	0	0	0	0	0	0	0	29	333
YMR209C	YMR209C	YMR209C	protein_coding	0	44	36	854	0	0	0	0	448	0	0	0	36	0	0	0	0	0	0	0	0	44	406
YMR210W	YMR210W	YMR210W	protein_coding	0	119	38	888	0	0	0	0	438	0	0	0	38	0	0	0	0	0	0	0	0	119	450
YMR221C	YMR221C	YMR221C	protein_coding	1	122	32	624	0	0	0	0	182	0	0	0	32	0	0	0	0	0	1	0	0	122	442
YMR226C	YMR226C	YMR226C	protein_coding	0	96	20	799	0	0	0	0	391	0	0	0	20	0	0	0	0	0	0	0	0	96	408
YMR230W-A	YMR230W-A	YMR230W-A	protein_coding	0	0	0	1123	0	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	471
YMR242W-A	YMR242W-A	YMR242W-A	protein_coding	0	1	0	502	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	1	175
YMR244C-A	YMR244C-A	YMR244C-A	protein_coding	0	32	14	602	0	0	0	0	279	0	0	0	14	0	0	0	0	0	0	0	0	32	323
YMR244W	YMR244W	YMR244W	protein_coding	1	59	17	563	0	0	0	0	302	0	0	0	17	0	0	0	0	0	1	0	0	59	261
YMR245W	YMR245W	YMR245W	protein_coding	5	18	21	668	0	0	1	0	383	2	0	0	20	0	0	0	0	1	2	0	0	18	285
YMR247W-A	YMR247W-A	YMR247W-A	protein_coding	0	0	0	696	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	378
YMR252C	YMR252C	YMR252C	protein_coding	0	1	1	767	0	0	0	0	358	0	0	0	1	0	0	0	0	0	0	0	0	1	409
YMR253C	YMR253C	YMR253C	protein_coding	0	137	21	843	0	0	0	0	359	0	0	0	21	0	0	0	0	0	0	0	0	137	484
YMR254C	YMR254C	YMR254C	protein_coding	0	1	1	876	0	0	0	0	367	0	0	0	1	0	0	0	0	0	0	0	0	1	509
YMR259C	YMR259C	YMR259C	protein_coding	2	368	249	1154	0	0	0	0	620	0	0	0	249	0	0	0	0	0	2	0	0	368	534
YMR262W	YMR262W	YMR262W	protein_coding	1	74	45	961	0	0	0	0	448	0	0	0	45	0	0	0	0	0	1	0	0	74	513
YMR265C	YMR265C	YMR265C	protein_coding	0	63	55	1197	0	0	0	0	573	0	0	0	55	0	0	0	0	0	0	0	0	63	624
YMR272W-A	YMR272W-A	YMR272W-A	protein_coding	1	1	15	519	0	0	0	0	261	0	0	0	15	0	0	0	1	0	0	1	0	1	258
YMR272W-B	YMR272W-B	YMR272W-B	protein_coding	0	0	0	572	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	241
YMR279C	YMR279C	YMR279C	protein_coding	1	158	55	940	0	0	0	0	604	1	0	0	55	0	0	0	0	0	0	0	0	158	336
YMR290W-A	YMR290W-A	YMR290W-A	protein_coding	2	11	10	982	0	0	0	0	450	0	0	0	10	0	0	0	0	1	1	0	0	11	532
YMR294W-A	YMR294W-A	YMR294W-A	protein_coding	5	0	16	816	0	0	1	0	386	0	0	0	15	0	0	0	1	0	4	1	0	0	430
YMR295C	YMR295C	YMR295C	protein_coding	0	49	9	761	1	0	0	0	413	0	0	0	8	0	0	0	0	0	0	0	0	49	348
YMR304C-A	YMR304C-A	YMR304C-A	protein_coding	0	2	10	1134	0	0	0	0	544	0	0	0	10	0	0	0	0	0	0	0	0	2	590
YMR306C-A	YMR306C-A	YMR306C-A	protein_coding	2	41	26	1230	1	0	0	0	736	0	0	0	25	0	0	0	0	0	2	0	0	41	494
YMR307C-A	YMR307C-A	YMR307C-A	protein_coding	2	17	2	1187	0	0	0	0	690	0	0	0	2	0	0	0	0	1	1	0	0	17	497
YMR31	YFR049W	YFR049W	protein_coding	0	34	17	880	0	0	0	0	454	0	0	0	17	0	0	0	0	0	0	0	0	34	426
YMR310C	YMR310C	YMR310C	protein_coding	0	96	38	1011	0	0	0	0	558	0	0	0	38	0	0	0	1	0	0	0	1	95	453
YMR315W	YMR315W	YMR315W	protein_coding	0	117	31	591	0	0	0	0	213	0	0	0	31	0	0	0	0	0	0	0	0	117	378
YMR315W-A	YMR315W-A	YMR315W-A	protein_coding	0	0	1	593	0	0	0	0	201	0	0	0	1	0	0	0	0	0	0	0	0	0	392
YMR316C-A	YMR316C-A	YMR316C-A	protein_coding	3	1	8	483	0	0	0	0	366	0	0	0	8	0	0	0	0	0	3	0	0	1	117
YMR316C-B	YMR316C-B	YMR316C-B	protein_coding	0	2	2	445	0	0	0	0	293	0	0	0	2	0	0	0	0	0	0	0	0	2	152
YMR317W	YMR317W	YMR317W	protein_coding	1	35	66	592	0	0	0	0	298	0	0	0	66	0	0	0	0	0	1	0	0	35	294
YMR320W	YMR320W	YMR320W	protein_coding	0	1	0	262	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	257
YMR321C	YMR321C	YMR321C	protein_coding	0	0	0	253	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR324C	YMR324C	YMR324C	protein_coding	0	0	0	41	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	37
YMR326C	YMR326C	YMR326C	protein_coding	0	1	7	29	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	1	21
YND1	YER005W	YER005W	protein_coding	1	159	55	874	0	0	0	0	477	0	0	0	55	0	0	0	0	0	1	0	0	159	397
YNG1	YOR064C	YOR064C	protein_coding	0	7	7	547	0	0	0	0	294	0	0	0	7	0	0	0	0	0	0	0	0	7	253
YNG2	YHR090C	YHR090C	protein_coding	0	72	32	687	0	0	0	0	321	0	0	0	32	0	0	0	1	0	0	0	1	71	366
YNK1	YKL067W	YKL067W	protein_coding	0	49	12	656	0	0	0	0	417	0	0	0	12	0	0	0	0	0	0	0	0	49	239
YNL010W	YNL010W	YNL010W	protein_coding	0	71	8	1021	0	0	0	0	608	0	0	0	8	0	0	0	0	0	0	0	0	71	413
YNL011C	YNL011C	YNL011C	protein_coding	1	115	17	1110	0	0	0	0	486	0	0	0	17	0	0	0	0	0	1	0	0	115	624
YNL013C	YNL013C	YNL013C	protein_coding	2	1	29	774	0	0	0	0	333	0	0	0	29	0	0	0	0	0	2	0	0	1	441
YNL017C	YNL017C	YNL017C	protein_coding	0	0	8	460	1	0	0	0	158	0	0	0	7	0	0	0	0	0	0	0	0	0	302
YNL018C	YNL018C	YNL018C	protein_coding	1	25	24	461	0	0	0	0	238	0	0	0	24	0	0	0	0	0	1	0	0	25	223
YNL019C	YNL019C	YNL019C	protein_coding	0	13	11	587	0	0	0	0	376	0	0	0	11	0	0	0	0	0	0	0	0	13	211
YNL022C	YNL022C	YNL022C	protein_coding	1	145	56	742	0	0	0	0	344	0	0	0	56	0	0	0	0	0	1	0	0	145	398
YNL024C	YNL024C	YNL024C	protein_coding	0	9	5	853	0	0	0	0	329	0	0	0	5	0	0	0	0	0	0	0	0	9	524
YNL028W	YNL028W	YNL028W	protein_coding	0	1	0	811	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	1	326
YNL033W	YNL033W	YNL033W	protein_coding	0	38	21	536	0	0	0	0	318	0	0	0	21	0	0	0	0	0	0	0	0	38	218
YNL034W	YNL034W	YNL034W	protein_coding	0	21	18	425	0	0	0	0	252	0	0	0	18	0	0	0	0	0	0	0	0	21	173
YNL035C	YNL035C	YNL035C	protein_coding	1	96	46	222	0	0	0	0	80	0	0	0	46	0	0	0	0	0	1	0	0	96	142
YNL040W	YNL040W	YNL040W	protein_coding	0	45	14	840	0	0	0	0	387	0	0	0	14	0	0	0	0	0	0	0	0	45	453
YNL042W-B	YNL042W-B	YNL042W-B	protein_coding	0	3	4	901	0	0	0	0	565	0	0	0	4	0	0	0	0	0	0	0	0	3	336
YNL043C	YNL043C	YNL043C	protein_coding	0	9	4	937	0	0	0	0	508	0	0	0	4	0	0	0	0	0	0	0	0	9	429
YNL046W	YNL046W	YNL046W	protein_coding	0	29	13	969	0	0	0	0	349	0	0	0	13	0	0	0	0	0	0	0	0	29	620
YNL050C	YNL050C	YNL050C	protein_coding	10	9	52	1203	0	0	0	0	564	0	0	1	52	0	0	0	0	0	4	6	2	7	638
YNL054W-A	YNL054W-A	YNL054W-A	protein_coding	0	0	0	318	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	287
YNL054W-B	YNL054W-B	YNL054W-B	pseudogene	0	0	0	711	0	0	0	0	403	0	0	0	0	21	0	0	0	0	0	0	0	0	287
YNL057W	YNL057W	YNL057W	protein_coding	0	0	0	599	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	472
YNL058C	YNL058C	YNL058C	protein_coding	1	58	31	587	1	0	0	0	460	1	0	0	30	0	0	0	0	0	0	0	0	58	127
YNL067W-A	YNL067W-A	YNL067W-A	protein_coding	0	2	4	517	0	0	0	0	167	0	0	0	4	0	0	0	0	0	0	0	0	2	350
YNL067W-B	YNL067W-B	YNL067W-B	protein_coding	0	0	0	587	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	353
YNL089C	YNL089C	YNL089C	protein_coding	0	21	2	954	0	0	0	0	446	0	0	0	2	0	0	0	0	0	0	0	0	21	508
YNL092W	YNL092W	YNL092W	protein_coding	2	131	54	680	0	0	0	0	407	0	0	0	54	0	0	0	0	0	2	0	0	131	273
YNL095C	YNL095C	YNL095C	protein_coding	1	95	23	641	0	0	0	0	251	1	0	0	23	0	0	0	0	0	0	0	0	95	390
YNL097C-B	YNL097C-B	YNL097C-B	protein_coding	0	0	1	658	0	0	0	0	381	0	0	0	1	0	0	0	0	0	0	0	0	0	277
YNL097W-A	YNL097W-A	YNL097W-A	protein_coding	0	0	0	590	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	288
YNL103W-A	YNL103W-A	YNL103W-A	protein_coding	0	2	5	784	0	0	0	0	257	0	0	0	5	0	0	0	0	0	0	0	0	2	527
YNL108C	YNL108C	YNL108C	protein_coding	0	71	20	619	0	0	0	0	203	0	0	0	20	0	0	0	0	0	0	0	0	71	416
YNL109W	YNL109W	YNL109W	protein_coding	3	24	22	667	0	0	0	0	458	0	0	0	22	0	0	0	1	0	2	1	0	24	209
YNL114C	YNL114C	YNL114C	protein_coding	1	5	34	696	0	0	0	0	462	0	0	0	34	0	0	0	0	0	1	0	0	5	234
YNL115C	YNL115C	YNL115C	protein_coding	0	170	28	748	0	0	0	0	485	0	0	0	28	0	0	0	0	0	0	0	0	170	263
YNL120C	YNL120C	YNL120C	protein_coding	2	48	35	768	0	0	0	0	476	0	0	0	35	0	0	0	0	0	2	0	0	48	292
YNL122C	YNL122C	YNL122C	protein_coding	0	20	4	1012	0	0	0	0	549	0	0	0	4	0	0	0	0	0	0	0	0	20	463
YNL134C	YNL134C	YNL134C	protein_coding	0	96	26	663	0	0	0	0	341	0	0	0	26	0	0	0	0	0	0	0	0	96	322
YNL140C	YNL140C	YNL140C	protein_coding	1	17	98	958	0	0	0	0	374	0	0	0	98	0	0	0	0	0	1	0	0	17	584
YNL143C	YNL143C	YNL143C	protein_coding	1	0	0	696	0	0	0	0	80	1	0	0	0	0	0	0	0	0	0	0	0	0	616
YNL144C	YNL144C	YNL144C	protein_coding	0	33	30	534	0	0	0	0	252	0	0	0	30	0	0	0	0	0	0	0	0	33	282
YNL144W-A	YNL144W-A	YNL144W-A	protein_coding	0	0	0	372	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	212
YNL146C-A	YNL146C-A	YNL146C-A	protein_coding	0	0	0	492	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	78
YNL146W	YNL146W	YNL146W	protein_coding	0	0	0	453	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	372
YNL150W	YNL150W	YNL150W	protein_coding	1	19	6	549	0	0	0	0	144	0	0	0	6	0	0	0	0	0	1	0	0	19	405
YNL155W	YNL155W	YNL155W	protein_coding	1	61	41	666	0	0	0	0	419	0	0	0	41	0	0	0	0	0	1	0	0	61	247
YNL162W-A	YNL162W-A	YNL162W-A	protein_coding	0	29	16	963	0	0	0	0	269	0	0	0	16	0	0	0	1	0	0	0	1	28	694
YNL165W	YNL165W	YNL165W	protein_coding	0	136	51	1029	0	0	0	0	678	0	0	0	51	0	0	0	0	0	0	0	0	136	351
YNL170W	YNL170W	YNL170W	protein_coding	3	8	4	1026	0	0	0	0	481	0	0	0	4	0	0	0	1	0	3	0	1	7	545
YNL171C	YNL171C	YNL171C	protein_coding	2	3	11	1010	0	0	0	0	547	0	0	0	11	0	0	0	1	0	1	1	0	3	463
YNL174W	YNL174W	YNL174W	protein_coding	1	14	8	556	0	0	0	0	364	0	0	0	8	0	0	0	0	1	0	0	0	14	192
YNL179C	YNL179C	YNL179C	protein_coding	0	3	12	611	0	0	0	0	461	0	0	0	12	0	0	0	0	0	0	0	0	3	150
YNL181W	YNL181W	YNL181W	protein_coding	0	130	28	730	0	0	0	0	243	0	0	0	28	0	0	0	0	0	0	0	0	130	487
YNL184C	YNL184C	YNL184C	protein_coding	0	0	0	738	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	514
YNL190W	YNL190W	YNL190W	protein_coding	0	20	5	726	0	0	0	0	167	0	0	0	5	0	0	0	0	0	0	0	0	20	559
YNL193W	YNL193W	YNL193W	protein_coding	1	141	75	750	0	0	0	0	564	0	0	0	75	0	0	0	0	0	1	0	0	141	186
YNL194C	YNL194C	YNL194C	protein_coding	0	38	12	869	0	0	0	0	333	0	0	0	12	0	0	0	0	0	0	0	0	38	536
YNL195C	YNL195C	YNL195C	protein_coding	0	20	18	712	0	0	0	0	322	0	0	0	18	0	0	0	0	0	0	0	0	20	390
YNL198C	YNL198C	YNL198C	protein_coding	1	5	5	955	0	0	0	0	627	0	0	0	5	0	0	0	1	0	0	1	0	5	328
YNL200C	YNL200C	YNL200C	protein_coding	0	51	15	1164	0	0	0	0	654	0	0	0	15	0	0	0	0	0	0	0	0	51	510
YNL203C	YNL203C	YNL203C	protein_coding	2	60	34	1075	0	0	0	0	487	0	0	0	34	0	0	0	0	1	1	0	0	60	588
YNL205C	YNL205C	YNL205C	protein_coding	2	4	25	1045	0	0	0	0	374	1	0	0	25	0	0	0	0	0	1	0	0	4	671
YNL208W	YNL208W	YNL208W	protein_coding	0	25	8	614	0	0	0	0	544	0	0	0	8	0	0	0	0	0	0	0	0	25	70
YNL211C	YNL211C	YNL211C	protein_coding	0	0	0	596	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	57
YNL217W	YNL217W	YNL217W	protein_coding	0	117	51	894	0	0	0	0	432	0	0	0	51	0	0	0	0	0	0	0	0	117	462
YNL226W	YNL226W	YNL226W	protein_coding	0	1	1	852	0	0	0	0	464	0	0	0	1	0	0	0	0	0	0	0	0	1	388
YNL228W	YNL228W	YNL228W	protein_coding	0	10	4	907	0	0	0	0	472	0	0	0	4	0	0	0	0	0	0	0	0	10	435
YNL234W	YNL234W	YNL234W	protein_coding	0	46	24	892	0	0	0	0	340	0	0	0	24	0	0	0	0	0	0	0	0	46	552
YNL235C	YNL235C	YNL235C	protein_coding	3	32	20	751	0	0	0	0	541	0	0	0	20	0	0	0	0	0	3	0	0	32	210
YNL247W	YNL247W	YNL247W	protein_coding	0	271	63	812	0	0	0	0	380	0	0	0	63	0	0	0	0	0	0	0	0	271	432
YNL260C	YNL260C	YNL260C	protein_coding	1	38	25	1147	0	0	0	0	619	1	0	0	25	0	0	0	0	0	0	0	0	38	528
YNL266W	YNL266W	YNL266W	protein_coding	1	2	0	973	0	0	0	0	430	0	0	0	0	0	0	0	0	0	1	0	0	2	543
YNL276C	YNL276C	YNL276C	protein_coding	0	41	19	968	0	0	0	0	440	0	0	0	19	0	0	0	0	0	0	0	0	41	528
YNL277W-A	YNL277W-A	YNL277W-A	protein_coding	1	1	0	1077	0	0	0	0	593	1	0	0	0	0	0	0	0	0	0	0	0	1	484
YNL284C-A	YNL284C-A	YNL284C-A	protein_coding	0	0	0	338	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	291
